"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"thesar-2","2 October 2016","While these aren't the zombies I'm looking for, the movie made up for every wrong-doing in World War Z.Train to Busan is an incredibly well-shot, well-acted and well-thought- out zombie/infected film with characters you care about, want to see grow and live. It might have had a low budget, but you'd never know it; this foreign film looked like a major Hollywood movie.Now, though the many scenes of heart, exposition, depth, setup and introduction to our ""heroes"" worked really well, the movie was terribly too long. I wasn't really complaining throughout for pacing or length, nor was I wondering if scenes could be cut, but it still went on far longer than it should have. It was almost as if there were 5-6 climaxes and then you realize you still have 45-25 minutes left.Also, and this is a personal preference, the zombies ran at Mach One speed. Sincerely, I love zombie shows and I'm a purist at heart. The slow, stumbling, ""yes, you can walk right past them"" kinds are what frighten me the most. The exception to the rule was 2004's Dawn of the Dead remake. They were fast, fine, but the movie's all-around greatness made me forget my hang-up on the bionic-beasts.And Train to Busan did the same thing. There was so much good here, the zombies were pretty much incidental to everything else I liked. Basically a divorced and selfish dad agrees to take his daughter to see her mom on a train when the 77,493th zombie-apocalypse begins. (That's not a complaint to how many there are, just a semi-fact. Still love this subgenre!) Unfortunately for the passengers, an infected, bitten, Walker, The Living Dead or Zombie – pick your poison, gets on board and all hell breaks loose. Unlike most of the Z movies, you will see characters grow and scenes so powerful, it'd be hard not to choke up. I certainly did. And though the film's not without the standard clichés and stereotypical evil/not-evil scared humans, it's easy to also get past those movie tropes since the actors are so strong and believable.I really, really did like this movie. If you're a fan of zombie flicks and require a lot more depth and sometimes humor, you cannot go wrong here.***Final thoughts: Day 2 Movie in the Can! I'm watching a NEW-2-ME horror movie every day of October 2016 and this one I've heard good things about. I actually put it off too long just to save for October. Wish I hadn't; not only was the movie great, it had some incredibly cute Asian men that I wouldn't mind finding more films with them in it.","
            9/10
            "
"sudheeshthulaseedharan","29 March 2021","Korean cinema is a repository of Sobi movies.Train to busan will be a movie that many have seen. But for those who can't see, there is no better option than to see a great zombie.No other director has ever tried to make a zombie movie in such a good way.The film is also a great emotional drama.The director deserves much praise for making everything that fills the minds of the audience and captivates them.","
            2/10
            "
"cjonesas","11 March 2022","A movie that starts good, continues great and ends lamentably bad and unclimaxed. Along the way, you get to see and experience big heroism and huge selfishness & cowardice. The latter was so immense that you wish the character and poor human being never existed, while one simple yet selfless character sacrificed himself to save the father, daughter and pregnant lady...Unfortunately, all the ""suspense"" that the director managed to build, with awesome VFX along the way gets diluted in the Korean taste for emotional and sacrificial moments (in the end) and on top of that the last act leads to a just ""happy"", cliched and illogical ending.When they give you order to shoot, you shoot!Not wanting the two survivors to die, it's just that the soldier's finger was not a true soldier's trigger finger and that loud singing just came out of nowhere for the sake of happy drama.Also, the thrill and horror factors were so so and weakened by the emotional moments completed with stupid zombies behavior in the dark.All in all, well-made and enjoyable but not a breakthrough, mainly because of the last 20 minutes or so.Screenplay/story: 7.5Development: 8.5Realism: 8.5Entertainment: 8.5Acting: 8.5Filming/cinematography: 9Visual/special effects: 9.4Music/score: 7.5Depth: 8Logic: 6Flow: 8.5Thrill/horror: 7Ending/closure: 6.","
            9/10
            "
"janey_villamater","10 September 2016","Whenever I watch movies in the theater, I almost always choose one which is either on IMAX or 3D. My reason is that, Since I am spending my hard earned money to watch a movie on the big screen, it might as well be worth it or I'd rather wait for it on DVD or watch it online. Aside from that, since there have been a lot of awesome TV shows lately, which are written with more cliffhangers, I found that whenever I watch a 2D movie in the cold and comfy theater, I get sleepy and sometimes fall asleep before the end. Blame it on my short attention I guess. The other day I was at the mall and sort of got stranded because of a sudden downpour. And I decided to pass the time by watching a movie. I tried out the Director's Club theater at the new S. Maison beside the Conrad Hotel,and I ofted to watch the Korean movie ""TRAIN TO BUSAN"" because of the nice trailer that I saw on my Facebook feeds. I'll be honest, that at first I thought it was a bad decision, because I didn't know that the movie was not in English, and I thought that I would definitely fall asleep because I was so comfy in the cold temperature and lazy boy seats. But the movie was so THRILLING and ENGAGING that I was thoroughly entertained until the end, even though it was Korean and only English subtitles. Zombie plots in shows have been so common lately that I have lost interest in watching shows with zombies themes, such as ""The Walking Dead"" which was okay the first few seasons, but I feel was later on just been too violent and worn out.This movie, ""TRAIN TO BUSAN"" was a surprisingly fresh and pleasant to watch. I was thrilled and engaged in it until the ending. I recommend watching it, even if I rarely don't do movie reviews or movie recommendations. For me it was definitely money well spent. So much so, that I am thankful that I got stranded in the mall that day. the all actors and actress are good! good job to the script writers and directors and staffs,.. I LIKE IT!! THE BEST FOR ME!!","
            10/10
            "
"matt_zxy","19 February 2021","Amazing performance by child actor (Kim Su-an). Great screenplay and the zombies also terrifying.","
            10/10
            "
"shiro_23","4 February 2024","The acting is mostly terrible (except the little girl who is excellent for her age)
The characters do completely stupid stuff like wait for ages, staring before they take any action like run away or block doors.Punching zombies in the teeth with bare fists seems to be a winning idea & some zombies die by simply throwing them a few feet.From about 30 minutes in, every 10 or so minutes involves a scene where a protective door is shut JUST at the last minute.The way the film ends is so annoying, considering you've just sat there and watched pretty much the same thing over and over for 2 hours.","
            7/10
            "
"bobbsaunders","16 March 2022","Korea became a powerhouse screen producer when it could make any genre standout. Now up to today I'd considered zombie movies unwatchable, but Train to Busan changed all that, though I am not expecting to make it a habit. This is all class, pure quality in all departments, though I'd have to say that casting and direction were standouts. Pacing is delightfully irregular, which adds so much to such a frenetic subject, with gentle poignant moments scored with pensive piano....who'd have thought in a zombie flick. Long live K-screen.","
            8/10
            "
"vivianla","20 August 2020","Dad is divorced and argues a bit with his ex on the phone. A little girl who is so cute and I love her perfect adorable voice wants to go to mom's for her birthday. Dad got her a gift she already has. The girl lives with her dad and grandma.The two of them board the train and we see various stereotypical types of people - the jocks, the cheerleader, the elderly sisters, the hurrying man in a suit, the conductor, stewards, etc.The girl from Wonder Girls comes on the train to the pleasant excitement of the boys in their baseball jackets and bats. She sits next to one of them.The little girl is innocent and does what is morally correct. Dad tells her that in these situations it's every man for himself but she still wants to be the nice girl. The little girl associates with the other passengers notably the pregnant woman and her husband and the two elderly women who she gives a seat to.The man points at his wife's belly and says, ""I made that."". His wife gives him a look and he says it is true.Information is scattered, no one really knows what is really going on and the government isn't informing in detail. It is literally Darwin's theory about whomever is competent survives. Physical strength, quick running, attention is all tested in fighting and running from the zombies and not being bitten by one.The little main group comprises of Gong Yoo and his daughter, one elderly sister, the pregnant woman and her husband, and the cheerleader's crush. I love this group but they die off one by one, turning into zombies. We see a selfish man, the hurrying one who only cares about himself convince the crowd to block the door for our main group. The other elderly sister looks at her poor sister who has turned into a zombie and opens the door, letting the zombies bite everyone.The train track is blocked from a fallen train and fire. Gong Yoo, pregnant woman and the little girl escape on to another train. Gong Yoo is bitten by the selfish man and lets himself fall off the back of the train. The woman and girl walk through a tunnel where the military wait at the other end to see who comes through.","
            10/10
            "
"Vivekmaru45","15 April 2017","After having watched the superb film World War Z(2013), I was eager to watch more of the same. Years later I got a chance to see Train To Busan. The quality of the film matches World War Z in every respect. Train To Busan has a different setting to World War Z.The film is shot at a train station. Therefore all the action scenes are set inside and around trains. If you like films that are set on trains then you'll like this film. Examples are Murder on the Orient Express(1974), Narrow Margin(1990), Under Siege 2: Dark Territory(1995), Unstoppable(2010).The supporting cast is superb. Gong Yoo plays the central character of the film alongside a host of gifted actors. Ma Dong-seok is another talented actor. Kim Su-an does a wonderful performance as a child-actress.Note that this is a graphic horror film with intense scenes of gore. People who are new to this genre should perhaps see the trailer to the film before watching this one.There is a companion animated feature film to Train To Busan: Seoul Station, also directed by Sang-ho, was released less than a month later after the main film.Want to see more Zombie films? The Living Dead at Manchester Morgue(1974), Shock Waves (1977), Dawn of the Dead (1978), Zombie(1979), Burial Ground: The Nights of Terror(1981), Re-Animator (1985). C.H.U.D.(1984), C.H.U.D. II: Bud the Chud (1989).Thanks for reading my review. Live long and prosper.","
            9/10
            "
"imdbnonymous","22 October 2021","THE MOST THRILLING MOVIE I'VE EVER WATCHED. The chaos was so constant throughout most of this movie. I was on the edge of my seat the whole time. This only made the humane moments stand out more. Ma Dong Seok and Gong Yoo's character arcs had the perfect set up and emotionally PAYED OFF. Every performance was on point! You could just see the fear portrayed in detail on everyones faces. Even the extras! Every dialogue flowed naturally and realistically. The zombies physical movements and make up were so believable and executed well! All of this only added to the fear and panic instilled on viewers and portrayed to perfection by all the characters on screen. It was brilliant writing-wise, the way every character had such diverse characters with different perspectives, arcs, motivations, and belief systems all intertwined and played out like a domino effect. Massive tear jerkers, in a good way. I was sobbing so much near the end. Solid Film!This movie showcases human nature so accurately.","
            8/10
            "
"kizzie_nikita","12 November 2019","I originally put this movie on as I was told it was brutal - that is the part that let me down, as it wasn't anywhere near brutal.
On the other hand for a big standard zombie flick this was good. Not great, but watchable and mostly enjoyable. The acting was way better than most non-enligsh horrors and even at one point I wanted to shout no! at the screen, which you don't really get in zombie movies. Wouldn't watch again but is worth a watch if you like zombie films.","
            9/10
            "
"HassanRahshaanMohamed","2 April 2022","Train to Busan (2016) is a great emotional horror film that also consists of many thrilling scenes. The whole story is good compared to other average horror movies. The locations and visuals of the movie are also above average.","
            5/10
            "
"l-84535","27 October 2020","Just finished watching this (and whilst a few years later to the party) I can honestly say that Train to Busan was perfect. 10/10 easy. Amazing. Intense. Realistic but also controls a very confronting zombie-esc story line. Action packed from 10 mins in and never lets go. Heart rate went through the roof and in a good way. Powerful storytelling and for a South Korean film, amazing. I would 10000% recommend to anyone that likes thrilling and gripping films, survival stories, heartfelt daughter-father stories and a must watch for fans of the zombie genre.","
            7/10
            "
"JoeytheBrit","22 April 2020","Relentlessly tense and intense zombie movie that is really quite exhausting to watch. If only it was 15 minutes shorter it would be a 10 star movie.","
            7/10
            "
"matthewssilverhammer","26 October 2017","Very few modern zombie flicks are as consistent to the tone and intent of Romero's films as this. Regularly people, living their lives, suddenly faced with terror and death. But where Night of the Living Dead is a slow-burn thriller, this is an edge-of-your-seat action-horror whirlwind. The performances are fantastic, and the final 15 minutes is unexpectedly moving. A little long and sporadically hacky? Maybebut it's mostly just a cool and scary ride.","
            10/10
            "
"fikamugg","9 April 2017","If Hollywood ever decides to remake this title my advice to the audience is clear: DON'T BOTHER! It has been a while since i saw a really good movie. A movie that can compete for the 20 best or so list but Train to Busan not only made me smile it also impressed me on many levels. It's without a doubt the best modern zombie movie since 28 days later. The story and the script are well crafted and the characters are likable just like in 28 days later and The zombies are running, thank god.7 seasons with the walking dead has not only nearly bored me to death it has also made me realize how important it is that zombies in a zombie flick are really frightening and not some stupid dead meat you can whack half sleeping. The zombies and the effects in Train to Busan have the touch of a major studio production, which in itself of course is not a guarantee for success. Who doesn't remember the miserable effects in I am legend? Also 28 days later did not have a particularly big budget but succeeded anyway, so its not about the money, rather the quality, and the quality in TTB is top notch. The zombie-crowd scenes for instance feels more believable and well made compared with World War Z even though the comparison is not 100% since the zombie crowd-scenes in WWZ were massively crowded.The only minus comes with the choice of a train as the center piece of the story. On the surface TTB shows similarities with a movie like Flight of the living dead. But the zombies on a plane - zombies on a train duality is just a play with words. The comparison of the two films is unfair. With splendid actors and a far more interesting story TTB has ambitions other than to make you laugh. Despite the unsexy choice of playground TTB is running for 1.57 and you won't even notice. Just another sign of how good this bad-ass Korean zombie film is.","
            10/10
            "
"mister_bateman","31 August 2020","Zombies and zombie movies are a dull concept in the first place and if you have seen one, you have pretty much seen them all. There are some rare exceptions that manage to stand out, but chances are that with the second one you come across it gets a bit tedious unless for some reason you are a fan of this stupid genre. This here is not one of those exception, it falls heavily into the ""yawn, seen it all before"" category.","
            10/10
            "
"rkrainak-15334","28 January 2020","I first need to comment on many reviews that rave about the ""cheerleader"", her legs, and the hot girls. There are obviously some sick viewers/posters on IMDB.The movie is great. Quality is high, action is non-stop, and the freshness in a worn out genre is amazing!I recommend it here...and just have to some friends as well.","
            10/10
            "
"Weirdling_Wolf","9 December 2020","Director, Yeon Sang-Ho's almost absurdly locomotive 'Train to Busan' might well be the only apocalyptic zombie action-fest to be openly inspired by Charles Dickens's immortal Christmas parable 'Scrooge'! The doom-laden drama begins immediately after an allegedly benign chemical spill, along with massive civil unrest increasing exponentially there are wild & woolly reports of rioting across the country, and as the societal collapse swiftly spreads, various amusingly stock characters board the last train to darksvillle, along with one recently infected soul, who proceeds with laudable alacrity to scurrilously spread this especially vicious, bloodily viscous, universally eye-bleaching, zombie-making contagion! Unthinkingly aggressive, pack-like, dangerously nimble, this ferociously fleet-footed legion of relentlessly single-minded, flesh-craving savages makes for an especially unruly morass of terminally toxic humanity, and it will take all the available brawn, guile and collective humanity of our hastily organised zombie-resistance squad. A boisterous teenaged baseball team, an especially muscle-bound, Bolo Yeung-esque pugilist and his bulbously pregnant wife, a deliciously despotic, self-serving C.E.O, two immaculate, sit-com ready, octogenarian ladies plus the glacially aloof, hedge fund-manipulating estranged father of an implausibly cute, 'Spielbergian kid' desperately stave off this hellacious horde of hastily reanimated death, as their terror-beleaguered train wends its tumultuous 453 km journey to the hoped-for sanctuary of far flung, Busan. While the flighty film's non-stop, claustrophobic hysteria is frequently distracting, there's a singular sentimentality which felt incongruent; especially the existential, Dickensian emancipation of our handsome, young, estranged father protagonist, dramatically turning from callous, money-hungry 'Scrooge' to empathic, zombie-slaying super-dad! Another niggling irritant was the inevitable repetition of frequently frantic, door-fumblingly, 'oh-so narrow' escapes by our preternaturally plucky, carriage-bound protagonists, but, curiously, while only running at a lean 113 minutes, this celluloid exodus dragged on a wee bit, and could have richly benefited from some judicious editing, excising much of the saccharine sentimentality and enlivening the rather pedestrian script with additional fright-leavening flourishes of zesty repartee would have sped things along nicely, as more than once I could hear myself wearily ask the overwrought driver, 'are we were there yet?' 'Train to Busan' is a mixed bag o' rotten bones, while extraordinarily polished and well made, its momentary lapses of déjà vu, the timorous lack of practical gore FX and the film's grisly excesses of Spielbergian soul searching, perhaps, making this particular zombie apocalypse far more suitable entertainment for mainstream audiences than jaded, hardcore horror fans like me!","
            8/10
            "
"saeedahmedsasoli","29 November 2020","A very realistic portrayal of human emotion, human actions and scary as any nightmare, this film blows modern day zombie attempts right out of the water. Anyone wanting to make a zombie film should watch this for reference, rather than following the tired and overdone ridiculousness of boobs, sex and stupid people acting stupid, making stupid decisions and deserving to die.I find movies set in a running train intriguing. The aerial scenes were very well shot. The cinematography is spectacular n the editing crispy. The film is loaded with tension n mayhem throughout. The best character is the husband of the pregnant woman. One helluva selfless fella.This is the best zombie film I've seen. The effects are incredible and the acting great, too - especially Su-an Kim (who was also fantastic in Battleship Island). The film is insanely suspenseful at times as we follow a divorced father and his daughter trying to escape the zombie apocalypse. Unlike most zombie films, this film has depth and emotion, and beautiful music, too.I highly recommend this movie to everyone, 10/10.","
            1/10
            "
"yossarian100","15 September 2016","Lightning fast action with no wasted energy. An excellent cast playing great characters move the story right along. There are no slow spots, either.Along with Zombie action, the movie deals with the ethics of emergencies, personal relationships, and what it means to be a father.Great camera work and a top notch script combine to make this a ""Must See"" movie, even for those who don't like Zombie movies.This one is well worth your time, and will earn a spot on your movie shelf.Again, this is the best Zombie movie since ""World War Z.""","
            8/10
            "
"knaldn","7 May 2022","This movie is a MUST SEE...and please watch it with the Korean audio and subtitles, it will take more than one session to read all the conversations though, but as you want to watch the movie again and again it's no waste of your time....
🌟🌟🌟🌟🌟","
            9/10
            "
"philipposathina","22 November 2018","Actually a very good one in both categories. Korean cinema has given some very good movies in the past -starting from the excellent ""old boy""- and has already been recognised as an asset in movie industry, so it would be rather foolish to undervalue its films as coming from a country far too remote, far too culturally different, far too unknown to pay some attention to its productions.
I started watching this film with no prejudice but also not been sure of the quality of what i was to watch. Right from the begining it was apparent that it was a serious production and not at all a cheap cartoon style film from a ""third"" country. And so it proved to be till its very end: A very well made zombie/horror film and not at all only. Through the story line and using the zombie issue as an excuse and cause, there was a very clear and interesting effort to point out the contrast of ""good"" and ""evil"" in human nature, and that is among living humans themselves. You add to this the really tender family drama unfolding along a very well and quite realistically made adventure and you have a film which captures your attention from the very beginning and finally leaves you very moved and in tears.
Last but not least: The excellent acting -the little girl will break your heart especially in the final scene- and the amazing, musically simple yet really imposing, epic music score in the ending credits.
Do watch it, worths every penny of it!","
            10/10
            "
"taz1004","1 October 2016","This was one of the box office hit of 2016 in Korea but I had to wait to watch it on DVD. And boy was it disappointing. It's plot is weak and has tons of holes, acting was weak, direction was focused more on the aesthetics of the shots rather than story telling. It's comparable to Resident Evil series... actually, I think Resident Evil series is much better.The main character is supposed to be changing from selfish in the beginning to caring for others towards the end. But the main actor played the ""good guy"" from the beginning and the contrast wasn't apparent. He destroyed what could've been a great character to play.Overall, this was one of the worst of 2016. Trying to cash in on Walking Dead fans which worked.","
            8/10
            "
"Blueskies4020","11 March 2018","This movie is SO heavily overrated, I can't even fathom why. If you want to watch a real horror movie, please scroll through. If you are looking to be entertained, or better yet, if you are one of those people who like horror movies mixed in with the sub mediocre comedy, like the 'Scary Movie' types, only then do I recommend this.I basically laughed out so loudly throughout most of this movie. The acting was so hilarious and overdone and painfully forced. The behaviour of the 'zombies' was unpredictable because sometimes when the plot wanted it they could walk only slowly, sometimes run away like athletes with ghoulishly done faces, and sometimes just look too lost, it almost felt they were sympathetic of the main characters sad life. I cried laughing. I love horror movies, but this is not a good portrayal of one.","
            10/10
            "
"vad19894","30 August 2020","I was completely kept thrilled throughout the 2 hours of watching this film. Almost all details are to be significant to some later events happening in the film. I was in utter and peaking disgust when it came to the scenes where the COO rat used other people's lives to save his. This movie did not just bring up intense actions, but it also implied some life lessons by portraying how selfishly some may behave when disasters occur. Totally recommend this film to everyone if you are not too scared of bloody scenes.","
            2/10
            "
"amesmonde","28 February 2017","A group of terrified passengers fight their way through a viral outbreak while trapped on a bullet train ride to Busan.Train to Busan is a blood-drenched South Korean zombie/virus horror, director Yeon Sang-ho and writer Park Joo-suk offer a serious zombie apocalypse yarn. Interestingly most of the bloody, milky eyed and black vein thrilled story is set in the daytime. Joo-suk offers a novel take on the infected, which cannot see in the dark, this makes for some interesting viewing during the more tense scenes especially as the train travels through darkened tunnels.Sang-ho's twitchy infected are a fast moving reminiscent of 28 Days Later and WWZ at one point there are piles of clambering dead hanging from the locomotive. In addition, this is a decent looking film, not a straight to video, DTV offering, the production values are high and the special effects are impressive. The locations are grounded which adds to the tension and you buy into the characters plight along with the punchy surprise deaths synonymous with the genre. With mistrust between the players there's a social commentary about the division of class and its pecking order, its only apt it's set on a train. There are some action packed segments in stations and some subtler moments in tunnels and the city as the survivors encounter the army and contaminated. Surprisingly there's plenty of emotion especially between workaholic Seok-woo played by Gong Yoo and his young daughter, Soo- an, delightfully played by Kim Su-an who wants to see her mother. Notable is Ma Dong-seok who plays Sang-hwa, a tough, working-class man. Dong-seok delivers some memorable zombie head bashing moments. Sang-ho balances the intense infected action and drama perfectly. Highly recommended virus film.","
            10/10
            "
"tracim-68923","13 April 2020","All I can say is if you like zombie movies, this is a must see! The storyline, characters,setting all great!","
            8/10
            "
"sinhaashray","9 March 2019","Yup, it's different. although zombies are the central element of the storyline, this movie just about zombies and survival and that's what i loved about this movie.
It's about decisions we make. its about the good and bad in us. its about that transformation between good & evil and Yeon Sang-ho tries to show it in almost every part of the movie. with an ending of so much stillness after an intense action scene this movie is a masterpiece in itself.","
            5/10
            "
"Left_Hand_of_Dog","14 July 2021","Over the last 20 years or so, zombies have been terribly overdone in the movie world. I'm pretty tired of them, frankly, so when I find a newer film that works well in this flesh-hungry context, I know something special is going on. Leave it to the Koreans, I suppose, those vanguards of horror cinema, to do things just right.Tonally, Train to Busan is not scary. Let's get that straight. Instead, it rides a line between tension, explosivity, and comedy, doing service to all three. The story follows a father who takes his daughter to see mom in another city. A zombie apocalypse occurs in the surrounding world, which infects the train, and a widening cast of characters must do what they can to survive. Engage action thrusters!Right off the bat, as evidenced by the trailer, the movie looks great. This is a quality production. Whether we're seeing a locked down camera for dramatic character scenes, or engaging in wild carnage, the shots, camera movement and the editing are, in a word, perfect. This is not a small point, either. Action movies are frequently a mess if the direction is poor, and an overreliance of quick cuts is used as a smokescreen for a lack of talent. It's an easy target, but any Transformers film is a great example. The action is terrible for many reasons, not least of which is that all sense of orientation is lost in the chaos of edits. For action to work, you need to know where you stand, where things are in relation to things. It sounds simple, and you'd think it would be, but it's amazing how often it goes wrong. You could also look at the last few Die Hard movies for contradistinction, although I wouldn't recommend it.There are two things in particular that make this movie work, beyond the technically excellent action filmmaking. The first is a devotion to character, manifested in the entirety of Train to Busan's excellent cast. Each player on this kinetic, blood-drenched stage is defined by subtle relationships, whether it be to their child/parent, wife, sister, or boyfriend/girlfriend. These connections are never overstated, as the script does not dive into needless expository elements. Instead, you understand their dimensions right off the bat, and therefore everyone's motivations are clear, and each character is immediately believable and thoroughly humanized, even if they're all essentially just archetypes. This is all to say that the film does a nimble job of introducing and exploring relatable, likeable people. Big check mark.The other lovely thing about this film is its pure kinetical motion, underscored by a love for B-movie splatter. Train to Busan is almost comedically bloody in the best possible sense, as zombies munch humans and humans batter zombies, and once the films starts escalating it becomes epic fun, while still finding time for the characters and audience to breathe. It's very much a game of plateaus. You reach the next level of crazy, take a breather, and then dive back in to the chaos, always with a goal in mind. Save the ones you love.Interestingly, this last thought brings the question of tone to the forefront. As I said, it's not particularly scary, but it has this weird mixture of comedy and drama that almost shouldn't work, but does, thanks to Sang-ho Yeon's immaculate direction. The character elements, all of their fears and relationships, are treated seriously, but the film knows when to indulge in the wackiness of its scenarios to the point that I would characterize the movie as ""fun."" Essentially, the knowledge of when to play things straight, and when to chew the scenery, and not have either element tip the scales too much, is the film's biggest victory. If you want an insane action movie, Sang-ho's got you covered. Ditto for an oddly touching character drama. Just be ready for the metric fuck-tons of gore.FINAL TAKE: Train to Busan is fantastic. It's a simple story that evolves into an absurd spectacle, but the context never overtakes or surmounts its characters. Therefore, even in its most hectic moments, it retains a strong emotional core that carries you through. Train to Busan knows that good action requires good motivation. Splattering skulls is all well and good, but we need to know why doing it matters.","
            9/10
            "
"patrikjakopanec","13 December 2020","This was definetly one of the best ""zombie"" movies that I have ever watched. Really good acting from actors that I haven't heard about. Big 10!!!!","
            9/10
            "
"hnt_dnl","30 December 2021","On the heels of the insanely popular new series Squid Game and having seen Season 1 and being impressed with that show, I decided to take a look at TRAIN TO BUSAN (2016), also a very popular South Korean output. First and foremost, I've never been a big fan of the zombie movie sub-genre of horror, even though horror is my favorite genre of all. So that was one strike against this film going in. But mainly, I felt that many of the emotional beats of this film were forced and poorly written.I thought that the main actor, who played the smiling guy who recruited contestants at the subway in Squid Game, was almost completely devoid of emotion and I didn't care about the relationship with his daughter. Whether the character was cowardly, indifferent, or heroic, I never bought the emotions. The acting in the first scene with him and his daughter was so static and boring. On the opposite end of the spectrum, the actor playing the weak-willed, bossy businessman was so ridiculously over the top, just yelling all his dialogue.But generally, I thought all the acting in this movie wasn't very good. Overly long camera closeups of characters doing long stares into the camera, forced emotional exchanges, hokey melodramatic crying and yelling. I just didn't feel anything for these characters. The daughter was especially annoying, and also the high school girl with the baseball team felt like watching a fashion model trying to act. The older lady who was separated from her sister had blank face throughout the entire movie and people really think that's great acting? I don't see how someone can watch this cloying film and the amazing level of acting that was on display in Squid Game and think that the acting is remotely the same level.Then the plotholes, like why were the people on the train just staring for so long while watching a person get attacked? Characters were just staring into space. Why did the father just forget about his daughter early on? Why did he shut the door on the pregnant woman and her husband when they were already clear of the approaching zombies? It's like the writers needed an excuse for him to be weak and cowardly, but there was no danger if he keeps the door open and let's the couple in. They had plenty of time to shut out the zombies while saving the couple. Why did the lady's sister just stand there and refuse to be saved? Why did the other sister kill the mob when it was irrelevant since they did the main group a favor putting them in a completely safe car anyway? How does the cowardly businessman REALIZE that he's infected? Every person prior to him immediately turned into zombies. How did it take him so long to turn? The writing for this movie is textbook audience manipulation.Why did everyone all of a sudden turn into an angry mob just because of the overly dramatic businessman incessantly yelling? It was obvious that the group that survived and made it to that part of the train were not infected. The movie established from the beginning that infection happens in seconds and people turn into fast zombies. These people weren't growling or clawing or running towards them. It made no sense other than the writers needed some big ""emotional"" moment of social commentary on mob mentality and class warfare on a train.Finally, the film dragged on for far too long. No horror movie should be 2 hours long. Keep it at 1 hour, 45 minutes or less. Endless scenes of boring characters running away from zombies just makes me eventually root for the zombies.","
            7/10
            "
"sanjuthorat","14 August 2020","Watched it in Korean language with English subtitle. Still it was great fun to watch this one. Nice direction and train made it fun to watch. Nice acting by.all the actors who were alive and who eventually became zombies. 😉","
            7/10
            "
"chiaramariecapritta","20 September 2023","This film came out few years ago, I already knew what was going to happen, but this didn't stop me from crying my heart out... there's something really special in the way Koreans make zombie's movies, I think this is one of the best I've ever seen, considering the year in which it was made it has some special effects that some countries still can't reach now in 2023...
Gon Yoo is definitely one of the best Korean actors of our time, I hope that Korean movies and actors will have more considerations all around the world.Korean cinema definitely has nothing to envy from an American production!Definitely worth your time, from the plot, to the special effects to the actors, good job.","
            10/10
            "
"Irishchatter","21 November 2021","So basically I'm hearing from a YouTuber that this show is getting a remake by Hollywood which will instead include New York (seriously known to be garbage with originality) and I decided to give it a try. It was nice seeing Gong Woo from Squid Game take a different role as a father. I just can't get over though that this movie had a stupidly abrupt ending like can we not see the little girl reunite with her mother? Can we not see at least a vaccine announcement and be able to find her father? Can we not see the pregnant woman name her child after the father? I mean. WHY DIDNT THEY FREAKING ADD ANY OF THOSE TYPES OF SCENES IN WTF MAN?!?!Can I mention that the zombies in this weren't that scary like I just felt they were rather over the top! The blue eyes really makes them like they were possessed more than infected. If this was a demon or a supernatural type of film, I would've understood it more but yeah I would even call the zombies forgettable. Sorry I'm not part of the ""Train to Busan"" fan club..","
            9/10
            "
"eldevol","4 February 2021","This could be about anything other than zombies: heist, prison escape, romcom...it really doesn't matter because it is well made. Top notch production value, engaging characters...that it is about zombies, it just makes it even better.9/10
4/5
A","
            9/10
            "
"laguerrecarlens","30 July 2023","Train to Busan is one of the best movie of its genre. The script is great. You feel sorry for the characters who got beaten by the zombies and you hope that those who still alive... stay alive.When I watch this movie for the first time I couldn't believe what I saw. The photography is excellent and the music is magnificent.I must also mention the actors who did an extraordinary job.The father and the daughter form a tandem and we are really sad at the end of the last scene.Un train pour Busan is also a film that shows how human beings can be mean or even filthy when faced with certain situations.","
            7/10
            "
"birdsonthings","23 May 2021","This is a really enjoyable zombie movie. I've grown very fond of Korean horror films/directors. And this one is very well made. The actors are great - believably emotional and terrified. Kudos to the zombie actors, they are intense and very talented. It must be hard to play a zombie with the ticks, drooling, and random body movements. Highly recommend.","
            10/10
            "
"jasonam","26 July 2018","When a diverse group of citizens board a train the moment the apocalypse begins, lines between decency and survival quickly blur beyond recognition. Train to Busan may have all the hallmarks of classic zombie flicks, but its clear execution and vicious monsters keep it entertaining along with a handful of gruesomely memorable scenes.","
            10/10
            "
"alex_wiky","25 April 2020","Take notes dear Hollywood. This is how a real thriller should be made. TTB captures your heart from the beginning and keep you there till the end. Great cinematography and amazing performance by the cast.","
            8/10
            "
"Jqn_Hgar","20 September 2016","Train To Busan is simply one of the best films I've seen this year, and probably the best Zombie movie since 28 Days Later. One of the strongest elements in the film is the screenplay, it works so damn good, giving each character enough time to develop and at the same time keeping us on the edge of our seats with every scene. this movie plays like a video game every level is a scene, and with every level the protagonists go through it gets even harder and more complicated. the actors did an incredible job, I swear to god I nearly cried a couple of times during the run time of the film. Overall this is a very exciting and emotional ride, it's clever with it's pace and character development, the action scenes were brilliantly executed although I don't remember the protagonists killing a single zombie during the entirety of the movie, it also offers a good little twist on the zombie genre, it looks like it was there to serve the advancement of the plot but it's really clever and it worked well. bring some tissues along with you to theater, i dare you not to cry at least once when you see it. 9/10","
            8/10
            "
"gianmarcoronconi","20 July 2021","Movies about zombies really nice and very addictive, you can convey a lot of emotions. I didn't expect at all such a high level of drama that actually for a zombie movie . But all in all it's a very good movie and the zombies are made to perfection.","
            8/10
            "
