"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"GeoffreyAustinNewland","20 March 2018","I was excited to see this and wanted to like it so badly...As it was I cringed my way through it and couldn't wait for it to end. Utter drivel and hopefully forgettable. Must be a marmite movie...","
            9/10
            "
"cmalerie","9 February 2022","This movie is beautiful and amazing, the soundtrack keeps me breathing. I can't express how much I love this film. The acting, and the music is stunning. I love the characters, the story, the character growth, it is just incredible.","
            2/10
            "
"ThomasColquith","8 July 2021","I was looking forward to seeing this movie, but now that I have, all I can say is that it was very disappointing. I gave it a 2/10 mainly because this is a musical with bad music. I mean no disrespect to all those who worked hard on this production, but it is as if persons with no musical talent composed and performed the songs here. I actually fast forwarded much of the singing as the music was so bad, and the plot and character development were so hasty and cursory that that part of the movie failed and flailed as well. On the bright side, it was visually appealing when on mute. Sorry, but this musical is not a must see, and I liked many of the actors, but it just doesn't work as a complete movie.","
            6/10
            "
"BabelAlexandria","31 March 2021","My daughter loved this movie, not so much for the story itself, but for the lively music and choreography, especially the song at the beginning, ""Greatest Show,"" and ""This is Me."" It revived her interest in musical theater, though she was quickly let down with Into the Woods, which we watched next. I knew (and know) next to nothing about P. T. Barnum, and was surprised to see the emphasis on the display of disabled people in his museum and then circus. The movie (Controversially? Wikipedia says little about this) depicts Barnum's efforts at recruiting them as a means of celebrating diversity, and his protection of them (despite one key rejection before high society) is contrasted with the drunken mob that attacks them and burns the circus down. An interesting perspective, and I wonder where it comes from. My children sympathized with these performers, at least, and loved the movie for them more than the Showman himself.","
            4/10
            "
"noraelfsberg","2 February 2021","I convinced my musical hating brother to at least watch the first 15 minutes, he ended up staying trough the whole movie and afterwards he asked ""Can we watch the bonus material too?""","
            5/10
            "
"bevo-13678","15 October 2020","One of hugh jackmans best performances. Rated very highly by some","
            7/10
            "
"neil-476","1 May 2018","Impoverished Phineas Barnum marries a girl from a rich family against the wishes of her parents, and proceeds to make his fortune by presenting displays of the rare and unusual, including people with attributes which have them labelled as freaks.Hugh Jackman plays Barnum in a musical celebration of the positive elements of his career (as a frosty critic tells him, some might say that it is a celebration of humanity). His story goes off the rails a bit when he brings Swedish opera singer Jenny Lind to the USA - I have no idea how accurate the almost-affair is, followed by the consequences of anti-freak action, but all ends well as the Big Top is erected. Jackman and the rest of the cast look to be having a whale of a time, and understandably so, given the gusto with which the musical numbers are presented. There were times when the lyrics were hard to make out, especially early on, but the melodies were all catchy and hummable and the lyrics (when clearly heard) were inspirational. The dancing was never technically challenging in terms of intricate footwork but the musical numbers, without exception, were exhilarating and emotional.I gather the critics haven't given this an easy ride. Well, content-wise it is fairly standard fictional biopic stuff, but the musical numbers are the best I can recall for some time.","
            10/10
            "
"lacatus-mihaita","26 December 2017","This movie is fantastic. I've just saw this movie at the cinema 30 minutes ago and I felt compelled to leave a comment. I'm not a critic and definitely not a fan of musical movies, but this one is just mesmerizing. The music and the acting make you live all the intense emotions, that pass off so easily and naturally from the big screen to the audience, leaving it breathless. Honestly, it has been a long time since I haven't seen such a good movie and for sure I will go to see it the second time.","
            7/10
            "
"MrDHWong","19 April 2018","The Greatest Showman is a musical drama film loosely based on the life of circus showman P. T. Barnum. Starring Hugh Jackman in the lead role, it is a dazzling and fun showcase of Jackman's talents as an actor and an interesting look into the life of its main subject.In New York City, P. T. Barnum (Hugh Jackman) lives with his wife Charity (Michelle Williams) and two daughters in a basic house working a menial office job. Despite their relatively simple life, Barnum has ambitions for greater things and after losing his job, he takes out a huge loan from the bank to start his own wax museum of oddities and freaks. After slow business, Barnum's daughters suggest showcasing ""living"" exhibits and so decides to recruit real life performers for his museum, eventually leading to a high number of attendance from curious spectators.There's no denying The Greatest Showman has irresistible dance numbers, memorable songs, and an interesting plot, but unfortunately the story does feel predictable at times and some of Barnum's circus performers feel annoyingly underdeveloped. It's a shame the film does not focus enough on personalities of the other performers, outside of the fact that they're human beings rather than ""freaks of nature"". Despite this, the acting from its cast is solid, particularly Hugh Jackman in the title role, who is a delight to watch from his energetic presence to his dramatic sincerity. As far as modern musicals go, this is one of the best.I rate it 7.5/10","
            8/10
            "
"wifeymoof","18 February 2019","I usually hate musicals so I started out reluctant to watch. But, I am so very glad I did. I love the story, songs and all the actors play the parts perfect. It's a film to watch again and again. We are all now walking about singing the songs!!","
            6/10
            "
"classifieds2000","6 June 2018","It's like going to the Church of Hollywood. Cause even when you just want to watch a movie about clowns, it ends up being about race, diversity, inclusion. The methods are not eloquent, nor subtle, but simple-minded. E.g. Its constantly things like 'you cant date someone darker than you'. - like sitting in a college sociology class. Would it not have been less preachy just to have them date, I mean, High School Musical people werent complaining that Zack dated an equally tan girl.Sure, messages of kindness to others is important, but somehow this seemed to be one giant 60's gender-rebellion escapade typical of Broadway, instead of some fun family movie, that is so pervasive in Hollywood movies now. I gave it one extra star for having good dance, and fun music--albeit out of place for the rest of the movie setting.After seeing this, I can quote Nietzsche: *** Fun is dead. ***","
            9/10
            "
"scb_coldsteel","1 October 2018","So I finally watched Greatest Showman last night. I've been putting it off as I was immensely underwhelmed by the early reviews. Overall I think my suspicions were right in this is a very average movie.I'll start by saying I love musicals, so this is in no way an attack against all musicals. Greatest Showman as a whole just was not a very good musical. Yes there were some immensely talented performers. And yes there were one or two really good songs, but the rest were very lackluster. Most of the performances were just completely forgettable. I really wasn't a fan of the story of the movie either. Hugh Jackman did his best but PT Barnum was just not a sympathetic protagonist. I really found myself not liking the character as the film went along.Singing wise Hugh Jackman and Zac Efron did a solid job all around. Those two men are great actors and it's easy to forget that they are also excellent musicians. Unfortunately neither were working with the greatest material.I really think in a more skilled directors hands this could have been a better movie. As it stands it is a relatively forgettable lighthearted popcorn flick. A 6.5 out of 10.","
            6/10
            "
"Quietb-1","26 December 2017","If you like musicals this is for you. Plenty of spirited musical numbers. A few of the songs should receive consideration this award season. Hugh Jackman gives an excellent performance.The costumes are outstanding. The sets are interesting. It's a feel good movie that is suitable for the entire family.
The movie plays best in a theater with big sound. In the season of serious dramas, see this as a welcome change of pace.","
            8/10
            "
"schumacheranthony","6 March 2018","If you want an empty movie that's just devoid of all meaning, go see The Greatest Showman. This movie made me visibly angry in the theater. If you appreciate films with themes and real emotional appeals, avoid The Greatest Showman at all costs. Don't support this.","
            4/10
            "
"shmugle-666-722189","23 March 2018","I just felt bored. I went into this knowing it was a musical but expecting it to have a gritty dark side with actual displays of the circus at the time. You know, some level of actual dialogue to add depth and amazing circus performances to truly show what it was all about. What I got was a bunch of contemporary pop songs crammed together as if it was just one massive music video with terrible cgi. The music although okay at parts just didn't fit the time period for me at all. It threw me off. The movie was full of colour and happiness when the reality was far from it. It glorifies darkness. Felt almost like watching Pitch Perfect really. Anyways that's my opinion. Wasn't what I expected, failed to amaze me, overall boring.","
            3/10
            "
"davidgee","17 February 2018","This musical extravaganza on the life of P.T. Barnum is pitched at the X-Factor audience, much as MOULIN ROUGE was a few years ago. Don't expect to hear Hugh Jackman singing 'Oh What a Beautiful Morning' (which he has sung on-stage). It's not that kind of show. The songs are loud, with repetitious lyrics, staged like pop videos. P.T. Barnum was a 19th-century showman, but this is a decidedly 21st-century show.Zac Efron provides eye-candy for teenage viewers, but the movie totally belongs to Jackman, sounding better than he did in LES MIS and dancing like an Olympic athlete. Political correctness has diluted the 'freak show' with which Barnum begins his circus career - there's a bearded lady (with a fine belting voice), Tom Thumb and dancing Siamese twins, even a 'Wolf Boy', but nothing as grotesque as the Elephant Man, who, with other tragically deformed people, provided the 'lure' for punters into Barnum's circus.
;
This is not my idea of what a musical should be, but it's dazzlingly staged and performed with great exuberance and - somewhat against my better judgement - I enjoyed it!","
            2/10
            "
"a_sad_cow","2 January 2018","Not my genre, so I was a bit skeptical, but this is truly masterfully done. Many times in the same scene you can see P.T. Barnum as he saw himself, as others saw him, how he saw the world, and how the world saw his business. For the dance numbers, there were some subtle effects with brilliant timing. At first glance you might think of just the slow motion and real time synced appropriately to the music, but Hugh Jackman worked some magic with some stage props and a talented cast.They also didn't miss a subtle humanitarian message that the mere creation of the circus addressed in its time. Being as society has largely learned what it can from this phenomenon, this movie also serves as a sort of time capsule to help ensure those lessons aren't lost. I haven't seen a proper circus in decades, and figure the industry is slowly dying.This is a movie for everyone. Bring a date, bring the family, bring the kids!","
            10/10
            "
"qqml","18 October 2019","Cliche screenwriting, not so great musicals and singing, but acting is not bad.","
            10/10
            "
"Animus","22 February 2023","The movie is enjoyable and the musial sequences are top notch, heck the bartender in one bit deserves an MVP award... The story is nice and tells the tale of how Phineas Taylor Barnum created his famous museum/circus from nothing and made his fortune giving the 'freaks' a chance to shine. It uplifitng to see how those who are different can overcome their disadvantages and achieve fame and fortune. Of course the real story is much MUCH darker and the real PT Barnum was a real monster of a man who often treated his performers like animals, but I like to think of this movie as a story Barnum would have told about himself. The lie is a pleasant one, the songs are catchy and the acting is well done. Just don't let yourself believe it...","
            10/10
            "
"Cineanalyst","16 September 2020","""People come to my show for the pleasure of being hoodwinked. Just once, I'd love to give them something real.""The great, self-serving irony of ""The Greatest Showman"" is that supposedly being hoodwinked is what's real, whereas that purported as real is a classist fraud perpetuated by snobs and joyless critics--perhaps, like the very ones who panned this movie (checking as of this writing, it holds a poor 56% score on Rotten Tomatoes). As opposed to the depiction here of the historical figure of P.T. Barnum, however, whose humbuggery hardly extends any further than padding the weight of a fat man or selling a tall guy, for whatever reason, as Irish, the movie itself is largely a fiction debased from the historical record. Nevertheless, ""The Greatest Showman"" is an immense, musical spectacle, and I can appreciate the symmetry of a movie that lies about a showman who likewise deceived. This reflexivity, however, is, again, self-serving and nothing along the lines of, say, ""F for Fake"" (1973) is done with the illusion beyond the preservation of it.I learned a bit about the historical Barnum as ancillary to my studies of itinerant exhibitors of early cinema, who would incorporate some of the same sort of variety acts and showmanship into their entertainments. The scene in ""The Greatest Showman"" of the light-and-shadows show Barnum gifts his daughters is a nice touch in this regard, alluding to the future spectacle and novelty of motion pictures. My favorite scene, too, might be the rebuke of Disney, with a young Barnum stealing a loaf of bread as though he were Aladdin, then, being offered an apple by a woman recalling Disney's typical association of ugliness with villainry in ""Snow White and the Seven Dwarfs"" (1937), which makes it kind of ironic that I viewed ""The Greatest Showman,"" originally distributed by 20th Century Fox--a studio since acquired by Disney, on Disney+.I also appreciate the analogy here of racial discrimination with that against the so-called ""freaks"" of Barnum's show, although the fictional interracial romance between two fictional characters hardly rises above an ancestry commercial. And, before turning Barnum into some handsome white savior and although he reportedly became an abolitionist, his start in showbiz wasn't offering dignity to a dwarf; he purchased a person and touted her as the 161-year-old slave of George Washington--later exposing the hoax, too, by charging admission to an autopsy. That doesn't make for a fluffy, sometimes-repetitive musical, though.Since they fictionalized history, however, I still would've hoped they wouldn't do so as to make some of the women in the story less compelling and, in the case of the real singer Jenny Lind, into a libelous homewrecker trope. Michelle Williams, too, as the housewife is wasted. A talented actress, she's proven that she can do well even with small roles (""Brokeback Mountain"" (2005), ""Manchester by the Sea"" (2016), e.g.), but there needs to be some promise to the part--something more than being required to smile and stand by the Hugh Jackman song-and-dance show. Yet, ""The Greatest Showman"" is admittedly spectacular eye candy, with pleasant dancing and musical numbers, including the Oscar-nominated ""This Is Me."" Sometimes it may, indeed, be a pleasure to be hoodwinked.","
            2/10
            "
"jenrose-67282","26 December 2017","A great toe-tapping show from start to finish that I could enjoy with my entire family. Hugh Jackman is brilliant and the consummate showman. Entertaining music and compelling story.","
            3/10
            "
"daltonphone","30 December 2020","Why did they have to use Auto-Tune in a musical? I love imperfection, and many of the songs sounded clearly robotic. It's irritating. Also the music is out of the epoque the movie is set on, but I can handle this.","
            3/10
            "
"nogodnomasters","10 January 2018","This is a musical biopic of PT Barnum. Like ""La La Land"" it includes people who should never be in a musical. Zac Efron needed a voice cutter to sound acceptable. Hugh Jackman was hit and miss, mostly a miss. Better than Russell Crowe, but not as good as Emma Stone.I don't know why casting directors insist on putting people with less than stellar quality voices into musicals when there is so much talent out there. However, there were good performances Keala Settle and Rebecca Ferguson. The music was uplifting and sounded as if it was uplifted from Katy Perry tunes...which would have worked better in a few instances. The theme of the film comes out at the end which was one of diversity and equality which is why Hollywood loved it considering the age in which we live.","
            5/10
            "
"kinderhead","24 March 2018","Musicals dont come around often and for a good reason. Granted they get good ratings on sites like imdb and good reviews by professional reviewers but do they get much of an audience besides families with kids? Don't think so. 
Oh and nominations...yep a lot. Actual wins not so many. 
In the end normal moviegoers/ watchers get a bit tired of 2 hours of sickly sweet rhymes all of which demand a suspension of belief.The X man going syrupy? Okay... Another one in this genre? La La Land. Goodness...the taciturn Ryan G soulfully singing..yikes.
Yes, see why these musical fantasy types are so rare?","
            10/10
            "
"Seraphima12","5 January 2020","A very disappointing in terms of a movie. The story line is weak and left to bare minimum, the motivations of the characters are not clear, and the characters themselves are reduced to clichés. The title does not live up to the expectations - I still cannot perceive why the main character was a great showman?? Colleting 'freaks' and showing them to the public does not make anyone a great showman. Also, the movie seems to be patched together with a series of short music videos, some of which are quite repetitive in terms of choreography and execution. On the positive side, the costumes are lavish, the topic is intriguing, there are some interesting findings in terms of movie shooting and editing. But overall, the movie is not worth watching as it is void of meaning.","
            10/10
            "
"thefinalfrontear","1 January 2019","Looks like I'm swimming against the current here...but gave up after 20-30 minutes..over the top, twee songs, instantly forgettable...corny dialogue. But then this is only my opinion.","
            2/10
            "
"quicksilverminecraft","2 January 2018","This movie is everything, it's joyful, it's emotional, it's a classic. This movie definitely passed the test for me, usually when I watch a movie I can sit there and point out details that are wrong with it, but with this movie I was enjoying myself so much that i just couldn't point out a single mistake. The songs are so upbeat and catching you will feel goosebumps on your arms as you hear them. And Musicals are rare as there is so this movie being such a great musical is a work of art and should be appreciated for years to come, this movie comes as on of my favorite movies of all time. and im sure it will to everyone else who watches it.","
            6/10
            "
"studioAT","28 August 2019","Oh it's fab.Very rarely does a film come along that makes such an impact with the general public for pretty much a whole year.With a lovely story, and some stellar performances this has 'classic' written all over it.","
            9/10
            "
"jimmy-fredholm","30 December 2018","I watched this movie, thinking it was an illusionist-kinda movie. I hadn't done any reasearch whatsoever. Damn, a musical?! I've watched it about ten times within a week. Showed it to my dad who is the same as me. ""Musical? Well, I liked Grease""
He cried. And neither of us are crier.What stands out are the songs. They are incredibly modern BUT the coreography is amazing.The casting was done perfectly. Even the small kids dancing pulled it off.The only flaw of the movie was when the pace between two of the songs were too fast. That Zac-song and Michelle-song should have been a bit better slow-paced.This soundtrack is on non-stop at my house and the entire movie keeps my anxiety to rest.","
            10/10
            "
"dvance-88490","8 October 2018","Okay ... well I was super excited about this movie . I adore Zendaya and Hugh Jackman . 
I was thrilled to see Z leaving the Disney scene. 
Well... I like the story line . Very interesting buttttt the music was ABSOLUTELY TERRIBLE !! The music wasn't what I felt the movie needed. 
Two songs actually were decent "" Not enough "" ( if that's the name ) was beautiful and Z & Zac songs was decent. 
Other than that .... the whole movie was a 👎🏿 And I was very pissed I!!","
            3/10
            "
"UberShell","12 January 2021","Let's not beat around the bush here. I hated this film. With a passion.It has received such acclaim that I actually watched it a couple of years later to see if I'd been having an off day when I formed my opinion the first time around. Nope. Still hated it.I'm so utterly baffled by my response to it. I feel as though I must perhaps be watching a different film as my view on it varies so greatly from the view of all my friends on it who all loved it and think the songs are great.I wanted to like it, I really did and there are elements of it that I do like.I adored the costume and sets.The story is OK and Hugh Jackman is really good in it.Performance wise he does a great job, but I hated the songs with a passion and as it's pretty much all songs, it totally ruined it for me.If you're the kind of person who likes TV talent shows and generic pop music then you'll probably like this music too, but the music left me cold.There is one song in the entire film that didn't make me want to reach for the ear plugs (the song and dance routine in the bar which I could tolerate) and visually it is very lovely, but for me, the songs were just utterly awful - to the point that I couldn't help myself from groaning every time a new song started!Perhaps if my daughter was still young and I'd shared the watch with her and seen her get swept away with it (it's a grand production that's for certain) then I might have liked it more, but as an adult who hates pop music, I could find a few redeeming features, but not enough for me to regard it as a good or enjoyable film by any stretch.","
            2/10
            "
"austinatmeetup","10 July 2018","I stayed for one hour, couldn't stand it any more. Costumes were great. Hugh Jackman seems to excel at period films. Unfortunately, it was a musical (which one doesn't learn from the trailer), and unfortunately, the music was terrible. So it was hard to sit still for the music, and finally I couldn't sit still for it any longer. It reminded me of the music in Dream Girls and also La La Land, which was all over the place. I don't know how a singer would even be able to memorize this stuff. It doesn't follow normal musical patterns. Later it occurred to me that it seemed like they were playing the same tune over and over with different words. This didn't have to be a musical with terrible music. If it had just told a story, it would have been all right, although, based on what I've read, the story it did try to tell wasn't even accurate, and it hides a lot of bad stuff about Barnum. I just looked up a review, and it says this tony-winning duo of Benj Pasek and Justin Paul composed this music and that they also composed the songs for La La Land. Well, that's not surprising. I walked out on La La Land also. I love good musicals, but this was not one. I would rate it 1 or 2 except that the costumes and the scenery were quite attractive.","
            10/10
            "
"st-shot","23 January 2018","Showman / conman PT Barnum gets the same kid glove treatment Flo Ziegfeld received in 1937 with this antiseptic look at his life and legacy. Filled with a fair share of catchy tunes, a couple of impressive dance numbers and lush production values it mawkishly keeps things saccharine to the point of not allowing PT's kids to grow up over a period of years along with shouldering singer Jenny Lind with the blame regarding her nebulous relationship with Barnum when he had her under contract. It's understandable for a musical to do so but the story in this case is too timid to maintain the energy level between musical numbers.The dance segments are simply over edited cheating the audience out of a more fully fleshed out Hugh Jackman performance. A major broadway performer and fine hoofer, Jackman's numbers are simply cut to pieces in jump cuts that reduce him to a twirling top. Director Gracery also shortchanges his dance troupe as well by truncating movement and allowing the camera to move more than the dancers, the editor's blade obliterating their abilities and contribution. The numbers are slick and energized but at great disservice to the talent performing it and the audience being denied it.","
            1/10
            "
"emmajoiner","2 February 2022","This musical will make you smile, laugh cry all in one. Beautiful actors and actresses whit amazing voices, phenomenal dance acts and touching story. The cast is well chosen. The songs are unique and modern even if it's set in the 1860s.","
            2/10
            "
"billyhct","27 December 2017","My review is simple. This movie is just great and the best present in holiday.The music and song is one of the best. 
Some of the scenes could be the best with dancing and special sounds created by the glass, wood and chairs - which is rarely found in other musicals.This is one of the few movies that can make me so impressed and sit on the chair to watch the entire credit scene because I just don't want to leave the cinema so early.The box office may be a bit disappointed due to reputation or the film type. But I am sure a good product will have good results. This movie is perfect for children and family to watch and enjoy. The content is so positive and change your feeling from scene to scene.I 100% recommend to whom may like watching La La Land. La La land is a great movie. This Showman is even better from my point of view.","
            1/10
            "
"aandwdabest","22 January 2018","To me, La La Land was the defining musical because it captures the glowing magic of LA as well as people who live and breathe in it. The music was somberly calm and moving, each notes switch seemingly back and forth between the crushing reality and the beautiful fantasy. The ending is one of the best in the musical, because it is bittersweet, and it leaves room for ponder.Many people call the greatest showman a surprisingly better musical, unlike the critical review which is justifiably mixed. The music was unfittingly modern and sluggishly factory made, but Hugh Jackman, with his incredibly solid musical theatre root, made the entire experience more charming and bearable - and same goes to Michelle Williams, Zendaya, Zac Efron and the ensemble (with the fat bearded lady being the highlight of it). The story was quite formulaic, and it really added nothing to the table. I sat in the theatre trying not to make myself cringe throughout the entire experience, with my family members and my best friends surrounding me. I m sorry guys, but this film is cringingly mediocre.","
            8/10
            "
"jyer-74265","28 June 2021","The greatest showman allows Hugh Jackman to be at his Broadway best. And the musical sequences are some of the most fun the whole family to singalong (especially in 2nd and 3rd viewings). Although like many semi-biographical movies, after the first act it feels like the writers are just trying to think up conflict that ultimately wasn't unnecessary.The compelling story is the protagonists ability to come from nothing himself and rise whilst empowering the less privileged circus performers.The plot leads the lead character down a path of simply using the ""freaks"" for his own self benefit and when a ""better option"" presents itself he takes it - only somewhat redeeming himself once his ""better option falls through.Whilst it's an ordinary at best script - this shouldn't takeaway from the casts musical and performing excellence.","
            9/10
            "
"mrashtastic89","25 March 2022","This is one of Jackman's best non X-Men movies, with stunning cinematography, breathtaking musical numbers and one of the most honest and best performances from one of my favorite actors ever, Mr. Hugh Jackman.","
            10/10
            "
"ubasarsahin","14 April 2018","I can't tell what this movie means for me.. It has everything in it. It's LEGENDARY!","
            10/10
            "
"tierneyreardon","8 June 2018","I went into this one expecting something special. Hugh Jackman sure does like his musicals. And I had heard Zendaya was in it, so how bad could it possibly be?Still pretty bad. I'm giving this 3 stars, not less, because:There's some pretty great choreography in this one, I have to admit. Zendaya and Zac Efron are in this, and their song is particularly well done. That trapeze choreography stuff? That was awesome.Hugh Jackman gives it his all, you've got to give him that. He might be pulling that weird half-grin face the entire time, but you can tell how much he's loving being in another musical. I'm certainly not giving this more than 3 stars, because:It's an entire movie romanticizing the life and legacy of P T Barnum, who is in absolutely no way someone who I can root for. Mr. Barnum's first 'freak' that he put on display was a 70 year old black slave. He first began putting her on display when he was in his early 20s. He claimed she was the 200-year-old nanny of George Washington. When she died a few years later, he charged tickets for people to watch her autopsy. Wonder why the movie didn't cover this aspect of his life?The songs are all vastly different, and the lyrics are vague enough that they seem to have been designed so that they can be blasted on the radio and soundtracks will be bought. Jenny Lind. All of Jenny Lind. Once again, Ms. Lind was a real person - a Swedish opera singer who donated a small fortune to charity. The movie has portrayed her as wanting nothing but to seduce P T Barnum and ruin his marriage. When he turns her down, she attempts to destroy his life, and cancels the tour. What really happened is that Barnum's marketing strategies began to make her uncomfortable, so she stepped down from going on tour with him. As if this portrayal wasn't inaccurate enough, her one song in the film is some kind of Adele-style pop ballad. Not exactly what I was expecting from an 'opera singer'.Zac Efron and Zendaya's characters are in love, and the movie attempts to portray an interracial relationship in a time where black people in London were still being kept as slaves, their lives endangered. P T Barnum even hires Zendaya and her brother, telling them that he wants the crowds to be outraged to see black trapeze artists performing. This attempt at an interracial relationship portrayal could have been good, but they boil it down to Zendaya going ""No,,, we can't be together,,,"" and Zac Efron going ""Why are you so afraid of what people think?"" This is after he is ashamed to be seen with her in public earlier in the film, too. Honestly, this was the laziest sub-storyline I've ever seen. Zac and Zendaya are gorgeous but this was honestly one of the aspects of the film that irritated me the most.Some real bad child actor singing. Really, really bad singing.That scene where Hugh Jackman rides a CGI elephant through the streets of London to meet his family, then dismounts the elephant and runs off, leaving it randomly standing in the middle of the city. P T Barnum is a dick to elephants. If they had just made a musical about a man who starts a circus, this could have been alright. Trying to root this in history then massively failing to accurately portray Barnum and Jenny Lind just made this even more of a flop.","
            10/10
            "
"JonClifton1","30 December 2017","I went into this movie with extremely low expectations and came out feeling even more disappointed than I did going in. Hugh Jackman stars in this lackluster musical about inclusiveness and friendship and at the end it's all tied up with a bow about how money doesn't mean happiness. Blah. P.T. Barnum, infamously known for the phrase ""There's a sucker born every minute,"" lacks any edge in this musical. You'd think anything could be saved by the lyricists (who did La La Land and Dear Evan Hansen) but everything hits a sour note. Auto tune is obviously used, the editing of this film is awful, and the camera movies are choppy and uninspired. Just when you think the original musical is making a comeback you get a piece of crap like this. Not worth the money or the time, unless you like heavy handed messages being shoved down your throat. This movie could have had some edge ANY edge just to keep it interesting but instead the beats are the same and everything falls flat. You will definitely want to avoid this disaster of a movie. 2/10","
            10/10
            "
"timothy-price-794-581328","16 January 2022","Love Films. Very few would I give 10* to (Josey Wales, Butch Cassidy, Raiders definitely) but just can't find fault with this. Joyous. Great songs, superb performances from a great cast. The fact that supposedly professional critics panned this but it built up and did great business said it all for me. Critics are morons - up their own fundamentals. Can watch over and over, still magic.","
            10/10
            "
"michaelcooke70","25 November 2018","Not being a fan of musicals, I was very surprised to find myself actually wanting to watch this film one evening when my partner suggested it, so we sat down to watch , I tried to endure as much as I could, I sat through as much of the 'X factor' style dance sequences and 'M&S advert' sugar coated plot as was humanly possible, until I could bear it no longer! I turned to my partner and told her I can't stand anymore of this!! To my surprise she agreed! Utter rubbish.
I suggested we watch a proper musical like 'Singin' in the rain' which we did and absolutely loved it!
The Greatest Showman is sugar coated crap, Boring and a total waste of time!
Rubbish!","
            10/10
            "
"PradoCedric","12 April 2018","As much as The Greatest Showman delivers greater performances particularly from most of the cast with the likes of Hugh Jackman (who never disappoints), Zac Efron, Keala Seattle, Zendaya, Michelle Williams and others and even the music and soundtrack that was supposedly to be looking and sounding as ""superb"", this movie suffers a greater let-down and a wrecking mess in which greater performances from the cast couldn't redeem it.First of all, the direction is really off the rails given the fact that the film's director Michael Gracey whose track record was based on directing music videos was unable to deliver a solid direction that could have made the film more livid and intriguing, and not to mentioned it's stale, weak and mediocre and coming off as a Baz Luhrmann-Moulin Rouge style knock-off. Second, the writing is rifled with major historical inaccuracies considering that this film is based on a true story of P. T. Barnum and his circus and its depiction of the story made it uninspired, inaccurate and at worse, erroneous given the main character's background being seen with darker and questionable history and even dreadfully ignored the circus' dark past in favor of a fictitious cringeworthy and shmaltzy depiction. Worse, this film's plot is convoluted and nonsensical. To add insult to injury, the terrible racist depictions of stereotypes are all over the place and its message of inclusivity and diversity are horribly forced and fake, to the point it comes off as insulting and degrading to the audiences' intelligence and minds.Third has to do with another questionable performance from Rebecca Ferguson whose portrayal of Jenny Lind whose character was considered to be as the ""Swedish Nightingale"", suffers a glaring issue within its characterization and its portrayal, particularly with the singing voice despite the fact that the singing voice was being dubbed by Loren Allred and not by Ferguson, who didn't commit herself to singing on her own and while her acting is still appreciated, the singing voice made it another additional problem for the film's historical inaccuracies.Fourth, despite its solid cinematography and choreography; the film really came out as style over substance (of which the style really comes off as ironically awful), favoring performances as well artful and artistic merits over story, depth and character development, making this film a flashy and a disappointing mess. Even the editing and the pacing made it more dreadfully convoluted, confusing and dull, as well as hard to watch, and not to mentioned that despite the film's intriguing costume and production design, its designs came off as unreal, awkward, cheap-looking and pantomime, and not in a good way. Another terrible thing would be that the CGI in the movie, is also terrible-looking, fake, and unconvincing .Lastly, what's so disappointing and perplexing is that the Pasek & Paul duo made a disappointing contribution to this film and not to mentioned that they've really dropped a ball on this movie with the songs and the music (following their great track record for La La Land) and much of these songs they've written in this movie (despite these songs were entertaining), really comes off as totally generic, bland, fake, forced, contrived, forgettable, and at worse, very terribly annoying. Even ""This is Me"" song is also considered as forgettable, forced, fake, overproduced, over-egged, stupid, and idiotic, despite the ironic fact that it's supposed to serve as an anthem for the prejudiced and disabled, which is just only seen as utterly laughable and cringeworthy.Clearly, The Greatest Showman is truly a dishonorable, disgraceful and terribly a laughing stock to the contribution of the revival of contemporary musical films and really an abominable travesty to the superior La La Land and other great musicals including Moulin Rouge!, Chicago, and Dreamgirls.With all these problems that's plaguing the film's quality, this film is definitely not recommended to be seen even if anyone loved this film's music and soundtrack but honestly speaking that The Greatest Showman in its soundtrack is considered the worst soundtrack being made in this decade.","
            10/10
            "
"jalexander3-110-962684","24 April 2018","I wasn't impressed with much of anything in the film. The singing was overlaid terribly and weren't anything I'd want to listen to again. Not sure the fascination with Zendaya's character, that romance story seemed to skip quite a bit for development - leaving all of her scenes to show her constantly grumpy or sad... then he loves her? Unfortunately, it wasn't entertaining or visually stimulating. Just boring :/ thankfully, it was free on my flight.","
            5/10
            "
"hannahroseimagery","2 January 2022","This movie is really, really sweet. For those who enjoy good music, who can suspend disbelief for an hour or two, and let the story lead them to a better place for a while, it is a nice watch. The acting is great, as is the music. Hugh Jackman is surprisingly good, for those who have a hard time imagining him as anything other than Wolverine. His family is the sweetest. Zendaya says little, but conveys the rest with her expressive eyes and stunning singing. Zack Efron will surprise you too, if like me, you only remember him from High School Musical. The movie's message of kindness and acceptance shines bright. Overall, I enjoyed it a lot.","
            10/10
            "
